id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,0,1005,236,40,3.1,3.5,0.3,0,0.4,58.1,54.4,54.6,1.8,0,55.8,0,0.3,35,21,19,9,30,0.9,0.5,0.09,0.28
2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,0,1009,237,40,2.3,2.7,0.3,0,0.4,59.4,55.5,56,1.2,0,56.8,0,0.2,46,59,8,9,35,0.7,0.5,0.11,0.25
2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,0,866,203,48.5,3.5,4,0.3,0,0.4,48.9,45.2,45.7,1.7,0,46.7,0,0.4,55,40,18,13,47,0.9,0.5,0.11,0
2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,0,870,204,48.5,3.4,3.9,0.4,0,0.5,48.9,45,45.5,1.7,0,46.6,0,0.4,67,78,7,15,58,0.7,0.6,0.13,0
2050,＜和生菓子・和半生菓子類＞　カステラ,0,1328,313,25.6,6.5,7.1,4.3,160,5,65.7,61.8,62.5,0.5,0,61.8,0,0.5,71,86,27,7,85,0.7,0.6,0.03,0.1
2051,＜和生菓子・和半生菓子類＞　かのこ,0,1105,260,34,4.1,4.8,0.2,0,0.4,62.4,59,57.5,3.8,0,60.4,0,0.3,22,93,23,15,37,0.9,0.4,0.11,0.25
2052,＜和生菓子・和半生菓子類＞　かるかん,0,965,226,42.5,1.7,2.1,0.2,0,0.3,57.7,54.1,54.8,0.4,0,54.8,0.1,0.3,2,120,3,8,32,0.3,0.3,0.08,0.17
2053,＜和生菓子・和半生菓子類＞　きび団子,0,1273,298,24.4,1.4,1.6,0.2,0,0.2,77.5,72.9,73.8,0.1,0,73.7,0,0.1,1,2,2,1,11,0.3,0.3,0.05,0.14
2054,＜和生菓子・和半生菓子類＞　ぎゅうひ,0,1078,253,36,1.2,1.3,0.2,0,0.2,65.6,61.7,62.5,0.1,0,62.4,0,0,1,1,1,1,10,0.2,0.3,0.04,0.12
2055,＜和生菓子・和半生菓子類＞　きりざんしょ,0,1045,245,38,1.8,2.1,0.3,0,0.3,62.6,58.5,59.4,0.2,0,59.3,0,0.3,66,31,2,8,32,0.3,0.3,0.07,0.25
2056,＜和生菓子・和半生菓子類＞　きんぎょく糖,0,1203,282,28,0,0,0,0,0,74.8,71.2,71.2,0.8,0,71.9,0,0,2,2,7,1,0,0.1,0,0.01,0.03
2057,＜和生菓子・和半生菓子類＞　きんつば,0,1105,260,34,5.3,6,0.4,0,0.7,59.8,56.1,54.1,5.5,0,58.6,0,0.7,120,160,20,22,73,1.4,0.7,0.19,0.41
2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,0,956,224,43,3.6,4.2,0.3,0,0.4,54.3,50.4,50.9,1.9,0,52.1,0,0.3,17,46,22,14,50,1,0.6,0.12,0.4
2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,0,967,227,43,4.4,4.8,0.6,0,0.7,53.1,49.1,49,2.7,0,51.1,0,0.3,30,90,13,16,60,0.9,0.6,0.14,0.42
2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,0,845,198,50,3.3,3.8,0.4,0,0.4,47.8,43.9,44.8,1.2,0,45.4,0,0.3,22,43,13,13,50,0.7,0.5,0.11,0.4
2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,0,847,199,50,3.3,3.8,0.4,0,0.5,47.8,43.8,44.7,1.3,0,45.4,0,0.3,24,68,6,15,57,0.6,0.6,0.12,0.41
2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし,0,827,194,50.5,2.7,3.2,0.4,0,0.4,47.4,43.5,45.1,0.3,0,44.9,0,0.9,250,59,4,13,52,0.4,0.5,0.09,0.39
2063,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,0,399,93,77.4,0,0.1,0,0,0.1,24.7,22.5,22.5,0,0,22.5,0,0,1,1,5,1,3,0.5,0,0.01,0.01
2064,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,0,400,94,77.4,0,0.1,0,0,0.1,24.6,22.4,22.4,0,0,22.4,0,0.1,1,2,4,1,9,0.2,0,0.01,0.02
2065,＜和生菓子・和半生菓子類＞　げっぺい,0,1471,348,20.9,4.3,4.7,8.3,0,8.5,67.1,62.6,64,2.1,0,65.5,0,0.4,2,64,41,24,64,1.1,0.7,0.18,0.53
2066,＜和生菓子・和半生菓子類＞　五平もち,0,755,178,54.7,2.5,3,0.5,0,0.5,38.3,35.2,40.2,1.3,0,40.9,0,0.8,240,58,10,9,41,0.4,0.6,0.1,0.29
2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,2,836,196,50,3,3.5,0.1,0,0.3,47.9,44.7,45,1.7,0,46,0,0.2,33,22,18,8,27,0.7,0.5,0.09,0.32
2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,2,839,197,50,2.6,3,0.2,0,0.3,48.6,45.2,45.7,1.3,0,46.5,0,0.2,26,43,5,7,25,0.4,0.6,0.1,0.33
2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,2,1000,235,40.5,4,4.5,0.3,0,0.4,56.3,52.6,52.3,2.6,0,54.2,0,0.3,45,37,26,11,37,1,0.4,0.09,0.31
2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,2,1007,237,40.5,3.8,4.2,0.5,0,0.6,56.6,52.7,52.4,2.5,0,54.4,0,0.3,44,82,12,11,41,0.7,0.3,0.09,0.26
2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,0,965,227,40.5,3.5,4,0.4,0,0.5,54.8,50.8,53.3,1.9,0,54.6,0,0.4,18,88,15,15,50,0.5,0.7,0.14,0.51
2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,0,970,228,40.5,4.1,4.7,0.5,0,0.6,54,49.8,52.2,2.3,0,53.8,0,0.4,32,91,17,17,61,0.7,0.8,0.16,0.57
2073,＜和生菓子・和半生菓子類＞　ずんだあん,0,805,190,52.7,5.4,6.3,3.2,0,3.4,35.8,34.1,35.2,2.5,0,36.6,0,1,87,270,42,40,94,1.4,0.7,0.2,0.41
2074,＜和生菓子・和半生菓子類＞　ずんだもち,0,899,212,47.8,4.4,4.9,1.6,0,1.7,44.4,40.9,44.5,1.3,0,45.1,0,0.5,35,130,19,19,51,0.6,0.8,0.16,0.51
2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,0,950,223,41.5,4.1,4.6,0.3,0,0.5,53.4,49.3,52,1.8,0,53.2,0,0.3,33,33,18,10,32,0.7,0.8,0.13,0.51
2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,0,950,223,41.5,4.2,4.7,0.4,0,0.6,52.7,48.6,50.9,2.7,0,52.8,0,0.4,56,86,10,13,44,0.7,0.8,0.16,0.51
2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,0,1222,288,30,5.4,5.9,2.6,91,3,63.9,60.1,60.1,1.5,0,60.7,0,0.4,38,64,27,9,66,0.9,0.5,0.07,0.19
2078,＜和生菓子・和半生菓子類＞　ちまき,0,642,150,62,1.1,1.3,0.2,0,0.2,38.5,35.9,36.5,0.1,0,36.5,0,0.1,1,17,1,4,18,0.2,0.2,0.04,0.15
2079,＜和生菓子・和半生菓子類＞　ちゃつう,0,1359,320,22.5,5.5,6.2,4.1,0,4.3,67.7,63.6,63.4,3.8,0,66.4,0,0.6,5,63,120,41,79,1.9,0.9,0.23,0.5
2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,0,1197,282,31.5,6,6.6,2.8,97,3.1,61.2,57.2,57.5,1.5,0,58.4,0,0.7,120,61,31,12,65,1.1,0.5,0.09,0.27
2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,0,1242,292,31.5,6,6.6,2.8,98,3.2,63.7,59.9,57,1.9,0,57.9,0,0.8,140,120,22,15,78,1.1,0.6,0.12,0.27
2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,0,1169,274,30.5,3.1,3.6,0.3,0,0.3,68.4,64,64.3,1.6,0,65.4,0,0.2,2,35,17,12,42,0.8,0.5,0.1,0.34
2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,0,1166,274,30.5,2.9,3.5,0.2,0,0.3,68.2,64.1,64,2.1,0,65.5,0,0.2,17,71,18,15,52,1,0.6,0.13,0.37
2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,0,1170,275,30.5,3.2,3.7,0.3,0,0.5,67.8,63.5,63.4,2.3,0,65.1,0,0.3,32,110,12,17,60,1,0.6,0.15,0.37
2085,＜和生菓子・和半生菓子類＞　ねりきり,0,1102,259,34,4.6,5.3,0.2,0,0.3,61.9,58.2,57.4,3.6,0,60.1,0,0.3,2,33,39,16,46,1.5,0.6,0.13,0.39
2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,0,1241,292,27.9,6,6.7,1.8,56,2.1,65.9,61.6,61.3,2.4,0,62.6,0,0.6,47,77,45,14,77,1.3,0.6,0.11,0.35
2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,0,1239,292,27.9,6.2,6.9,2,57,2.3,64.7,60.3,59.9,3.2,0,62.2,0,0.7,83,160,33,18,96,1.2,0.6,0.15,0.35
2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,0,961,226,42.5,2.5,3,0.2,0,0.3,56.3,53.4,53,1.4,0,53.8,0,0.3,45,65,24,13,39,1,0.5,0.1,0.3
2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,0,962,226,42.5,2.6,3.1,0.2,0,0.4,55.8,53,52.3,1.9,0,53.6,0,0.4,78,140,12,16,54,1,0.5,0.15,0.3
2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,0,922,216,45,2.7,3.1,0.1,0,0.2,53.5,50.3,49.8,2.2,0,51.4,0,0.3,48,22,24,10,30,0.9,0.3,0.08,0.23
2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,0,930,218,45,1.1,1.3,0.1,0,0.1,56.2,52.9,52.4,1.3,0,53.4,0,0.2,60,75,10,11,37,0.7,0.3,0.09,0.18
2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,0,1261,296,24,5.8,6.5,1.1,30,1.4,68.4,64.1,65.5,3.3,0,68.1,0,0.4,25,62,38,14,62,1.2,0.5,0.11,0.37
2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,0,1255,295,24,6,6.7,1.2,31,1.6,66.8,62.6,63.5,4.7,0,67,0,0.6,66,160,26,20,87,1.3,0.7,0.17,0.4
2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,0,1269,299,28,6.1,6.8,2.7,97,3.1,65.7,61.8,61,1.7,0,61.6,0,0.4,25,57,33,13,62,1.2,0.6,0.1,0.3
2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,0,1249,294,28,6.3,6.9,2.9,99,3.3,63.6,59.5,59.9,2.3,0,61.3,0,0.5,60,140,23,18,84,1.3,0.7,0.15,0.32
2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,0,1083,254,35,4.1,4.6,0.3,0,0.5,61.4,57.5,57.8,2.4,0,59.5,0,0.4,60,48,33,12,46,1,0.4,0.1,0.33
2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,0,1096,257,35,4.2,4.7,0.4,0,0.7,61.3,57.2,56.4,3.4,0,59.1,0,0.5,95,130,20,16,63,1,0.5,0.14,0.33
2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,0,1158,273,36.6,5.6,6.1,5.3,3,5.6,52.9,48.8,49.5,2.6,0,51.3,0,0.4,11,65,58,23,57,1.1,0.6,0.14,0.36
2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,0,1180,279,36.6,5.7,6.2,5.7,3,6,52.9,48.8,48.2,3.3,0,51.3,0,0.5,29,110,55,26,67,1.1,0.6,0.17,0.36
2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,0,1025,242,39.5,8.7,10,4.7,16,5.1,42.4,39,41.9,3.2,0,43.4,0,1.9,460,310,28,20,87,0.8,1.2,0.12,0.45
2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,0,1180,277,29,4.3,4.9,0.2,0,0.3,67.3,63.2,63.3,3.1,0,65.5,0,0.2,2,32,33,14,41,1.2,0.6,0.12,0.41
2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,0,1181,278,29,5.6,6.4,0.3,0,0.7,64,60.1,58.4,6.1,0,63.3,0,0.5,59,170,21,25,80,1.6,0.8,0.23,0.49
2103,＜和生菓子・和半生菓子類＞　ゆべし,0,1363,321,22,2.1,2.4,3.6,0,3.5,74.1,69.8,70.9,0.5,0,71.2,0,0.8,230,62,6,15,41,0.4,0.4,0.11,0.38
2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,0,1232,289,26,3.1,3.6,0.1,0,0.2,71.9,68,67.4,3.1,0,69.9,0,0.2,3,24,33,12,32,1.1,0.4,0.09,0.3
2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,0,713,168,57,2.3,2.6,0.1,0,0.2,40.9,38.7,38.2,2.2,0,39.9,0,0.3,57,17,23,8,23,0.8,0.3,0.06,0.21
2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,0,1010,237,39.5,3.8,4.4,0.2,0,0.3,57.3,53.8,53.2,2.8,0,55.4,0,0.4,83,32,30,13,37,1.1,0.4,0.1,0.32
2107,＜和干菓子類＞　あめ玉,0,1643,385,2.5,0,0,0,0,0,102.7,97.5,97.5,0,0,97.5,0,0,1,2,1,0,0,0,0,0.01,0
2108,＜和干菓子類＞　芋かりんとう,0,1957,465,5.5,1.2,1.4,19.8,0,20.6,73.9,69.5,73.9,2.6,0,71.3,0,1.2,13,550,41,28,54,0.7,0.2,0.2,0.47
2109,＜和干菓子類＞　おこし,0,1604,376,5,3.2,3.8,0.6,0,0.7,95.2,88.5,90.4,0.4,0,90.2,0,0.3,95,25,4,5,22,0.2,0.8,0.12,0.48
2110,＜和干菓子類＞　おのろけ豆,0,1849,438,3,10.3,11.3,13.8,0,13.6,71.6,65.3,68.6,2.3,0,70.2,0.1,1.9,390,270,17,70,180,1.1,1.6,0.33,1.14
2111,＜和干菓子類＞　かりんとう　黒,0,1776,420,3.5,6.9,7.5,11.1,0,11.6,77.3,72,76.1,1.2,0,76.3,0,1.1,7,300,66,27,57,1.6,0.7,0.16,0.53
2112,＜和干菓子類＞　かりんとう　白,0,1789,423,2.5,8.9,9.7,10.7,0,11.2,76.7,70.8,75.8,1.7,0,76.2,0,0.4,1,71,17,27,68,0.8,0.8,0.15,0.44
2113,＜和干菓子類＞　ごかぼう,0,1555,367,10,9.8,10.6,6,0,6.4,70.5,65.7,68.4,4.5,0,71.7,0,1.3,1,500,48,64,170,2,1.4,0.33,0.89
2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,0,1608,377,4.2,3.9,4.3,0.7,0,0.8,94.1,87.9,88.4,1.3,0,89.3,0,1.5,500,59,11,6,31,0.3,0.1,0.05,0.22
2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,0,1661,390,4.3,6.5,7,2.9,90,3.2,89.6,83.7,84.5,1.2,0,84.9,0,0.6,57,54,10,6,70,0.6,0.4,0.05,0.21
2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,0,1645,386,3.5,4,4.3,1.3,30,1.4,95.1,89.2,89.8,1,0,90.4,0,0.4,39,71,22,5,53,0.3,0.2,0.04,0.17
2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,0,1786,423,3.3,10.6,11.2,10.8,0,11.1,73.3,66.7,68.7,4.2,0,72,0,2.4,430,170,240,78,150,2.2,1.3,0.38,0.8
2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,0,1781,421,3.3,11,11.7,9.2,0,9.5,76.6,69.9,71.4,3.5,0,73.9,0.1,1.6,340,230,26,40,120,0.7,0.7,0.18,0.65
2119,＜和干菓子類＞　しおがま,0,1483,348,10,2.2,2.6,0.2,0,0.2,89.6,84.2,85.4,0.6,0,85.5,0,1.6,580,42,14,7,17,0.2,0.6,0.09,0.4
2120,＜和干菓子類＞　ひなあられ　関西風,0,1634,385,2.6,7.1,8,1.3,0,1.4,84.5,76.8,85.5,1.3,0,85.8,0,2.1,680,100,8,17,56,0.3,1.6,0.22,1.09
2121,＜和干菓子類＞　ひなあられ　関東風,0,1612,380,4.7,8.7,9.6,2.6,0,2.8,78.4,71.5,79.3,2.5,0,80.7,0,2.2,590,220,18,31,94,0.8,1.7,0.28,1.16
2122,＜和干菓子類＞　米菓　揚げせんべい,0,1928,458,4,4.9,5.6,16.9,0,17.4,75.9,69,72,0.5,0,71.3,0,1.6,490,82,5,21,87,0.7,0.9,0.17,0.68
2123,＜和干菓子類＞　米菓　甘辛せんべい,0,1595,374,4.5,5.8,6.7,0.8,0,0.9,91,83.1,86.5,0.6,0,86.2,0.1,1.6,460,120,7,28,110,0.9,1,0.19,0.81
2124,＜和干菓子類＞　米菓　あられ,0,1603,378,4.4,6.7,7.5,0.8,0,1,82.9,75.4,85,0.8,0,84.9,0.1,2,660,99,8,17,55,0.3,1.6,0.21,1.07
2125,＜和干菓子類＞　米菓　しょうゆせんべい,0,1566,368,5.9,6.3,7.3,0.9,0,1,88.4,80.4,84.3,0.6,0,83.9,0.1,1.8,500,130,8,30,120,1,1.1,0.2,0.88
2126,＜和干菓子類＞　ボーロ　小粒,0,1663,391,4.5,2.3,2.5,1.9,74,2.1,97.3,90.7,91.1,0,0,90.6,0,0.3,30,44,15,5,54,0.6,0.2,0.03,0
2127,＜和干菓子類＞　ボーロ　そばボーロ,0,1692,398,2,7,7.7,3,87,3.4,90.4,84.4,85.5,1.5,0,86.1,0,0.8,130,130,21,30,110,0.9,0.7,0.12,0.32
2128,＜和干菓子類＞　松風,0,1612,378,5.3,3.7,4,0.6,0,0.7,94.7,88.4,88.9,1.2,0,89.7,0,0.2,27,54,10,6,29,0.3,0.1,0.05,0.21
2129,＜和干菓子類＞　みしま豆,0,1700,402,1.6,11.5,12.3,8.2,0,8.6,72,68.6,71,6,0,75.8,0,1.7,1,680,65,86,220,2.7,1.4,0.38,0.92
2130,＜和干菓子類＞　八つ橋,0,1663,390,1.8,2.9,3.3,0.5,0,0.5,99.7,93,94.4,0.3,0,94.2,0,0.2,1,49,3,13,51,0.4,0.8,0.13,0.44
2131,＜和干菓子類＞　らくがん　らくがん,0,1636,384,3,2,2.4,0.2,0,0.2,99.6,93.4,94.5,0.2,0,94.3,0,0.1,2,19,3,3,17,0.2,0.5,0.08,0.3
2132,＜和干菓子類＞　らくがん　麦らくがん,0,1685,396,2.4,4.2,4.8,1.5,0,1.8,94.6,88.7,85.8,5.4,0,90.4,0,0.7,2,170,16,46,120,1.1,1.4,0.16,0.68
2133,＜和干菓子類＞　らくがん　もろこしらくがん,0,1591,374,2.5,5.7,6.6,0.2,0,0.3,89.5,84.4,84.1,6.9,0,89.9,0,0.6,130,51,16,22,58,1.8,0.7,0.13,0.43
2134,＜菓子パン類＞　揚げパン,0,1543,369,27.7,7.5,8.7,17.8,3,18.7,0,0,43.8,1.8,0,43.5,0,1.4,450,110,42,19,86,0.6,0.7,0.09,0.29
2135,＜菓子パン類＞　あんパン　こしあん入り,0,1131,267,35.5,5.8,6.8,3.4,18,3.6,51.6,48,52.2,2.5,0,53.5,0,0.6,110,64,30,15,55,1,0.6,0.1,0.26
2136,＜菓子パン類＞　あんパン　つぶしあん入り,0,1126,266,35.5,6.3,7,3.5,18,3.8,54.1,50.3,50.7,3.3,0,53,0,0.7,130,120,23,18,68,1,0.7,0.14,0.27
2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,0,1084,256,37.4,5.7,6.6,3,17,3.5,53.6,50.3,50.9,2.4,0,51.9,0,0.4,42,45,36,16,50,1.3,0.6,0.12,0.35
2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,0,1095,258,37.4,6.1,6.8,3.4,17,3.7,52.5,48.8,49.2,3.2,0,51.4,0,0.7,86,150,21,21,72,1.3,0.7,0.18,0.35
2139,＜菓子パン類＞　カレーパン　皮及び具,0,1264,302,41.3,5.7,6.6,17.3,13,18.3,32,29.5,32.5,1.6,0,32.3,0.1,1.5,490,130,24,17,91,0.7,0.6,0.07,0.28
2140,＜菓子パン類＞　カレーパン　皮のみ,0,1516,363,30.8,6.2,7.2,21.2,14,22.4,38.5,35.3,39.2,1.3,0,38.4,0,1.2,390,100,23,16,100,0.7,0.6,0.08,0.28
2141,＜菓子パン類＞　カレーパン　具のみ,0,703,168,64.5,4.5,5.3,8.7,11,9.3,17.7,16.7,17.5,2.4,0,18.8,0.3,2.1,710,200,28,19,69,0.7,0.7,0.07,0.28
2142,＜菓子パン類＞　クリームパン,0,1206,286,35.5,6.7,7.9,6.8,98,7.4,45.7,42.3,48.8,1.3,0,48.3,0,0.9,150,120,57,15,110,0.8,0.9,0.08,0.15
2143,＜菓子パン類＞　クリームパン　薄皮タイプ,0,919,218,52.2,5.2,6,6.3,140,7.1,33.4,31.1,34.8,0.6,0,33.9,0.1,0.8,83,110,72,11,120,0.7,0.8,0.05,0.08
2144,＜菓子パン類＞　ジャムパン,0,1205,285,32,4.5,5.3,3.7,20,3.9,56.2,52.5,57.6,1.6,0,58.1,0,0.6,120,84,20,12,47,0.5,0.5,0.07,0.17
2145,＜菓子パン類＞　チョココロネ,0,1343,320,33.5,4.9,5.8,14.6,21,15.3,44.3,40.9,44.9,1.1,0,44.4,0.1,0.9,160,160,78,18,92,0.6,0.6,0.09,0.12
2146,＜菓子パン類＞　チョコパン　薄皮タイプ,0,1423,340,35,4,4.7,18.5,16,19.4,41.4,38.2,40.6,0.8,0,40,0.1,0.9,150,190,100,19,100,0.5,0.6,0.08,0.1
2147,＜菓子パン類＞　メロンパン,0,1475,349,20.9,6.7,8,10.2,37,10.5,60.6,56.2,59.6,1.7,0,59.9,0,0.8,210,110,26,16,84,0.6,0.6,0.09,0.28
2148,＜菓子パン類＞　菓子パン　あんなし,0,1246,294,30.7,7.6,8.2,5.8,31,6.1,55.5,51.1,53.3,1.7,0,54.1,0,0.9,190,92,26,16,67,0.6,0.7,0.09,0.18
2149,＜ケーキ・ペストリー類＞　シュークリーム,0,887,211,56.3,5.5,6,10.4,200,11.4,25.3,23.8,26.5,0.3,0,25.5,0.1,0.9,78,120,91,9,150,0.8,0.8,0.04,0.06
2150,＜ケーキ・ペストリー類＞　スポンジケーキ,0,1197,283,32,7.3,7.9,6,170,7.5,52.8,49.3,53.3,0.7,0,52.1,0,0.6,65,92,27,8,94,0.8,0.6,0.05,0.14
2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,0,1338,318,35,6.4,6.9,13.8,140,15.2,44.6,41.7,43.6,0.6,0,42.3,0,0.6,80,86,31,7,100,0.6,0.5,0.04,0.1
2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,0,1320,314,35,6.3,6.9,13.4,140,14.7,44.3,41.5,43.5,0.9,0,42.7,0.2,0.7,77,120,34,10,100,0.7,0.5,0.05,0.15
2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,0,1035,247,50.3,4.1,4.7,12.3,100,13.5,30.9,28.9,30.6,1.4,0,30.5,0.3,1,79,120,82,11,77,0.6,0.4,0.05,0.19
2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,0,1248,299,46.1,7.9,8.5,19.3,160,21.2,24.4,23,25.1,0.2,0,23.3,0.5,0.9,180,86,53,8,98,0.5,0.7,0.03,0.04
2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,0,1450,349,43.1,5.3,5.8,25.2,64,27.5,21.9,20.5,24.6,0.3,0,22.5,0.5,1,210,93,98,9,75,0.2,0.4,0.03,0.08
2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,0,1595,382,31.3,5.7,6.2,25,41,26.3,34.8,31.9,34.8,2.1,0,35.1,0,1.1,300,92,27,13,68,0.6,0.7,0.07,0.11
2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,0,1832,440,25.5,5.8,6.5,32.3,62,34,32.1,29.3,32.3,2.7,0,33.2,0,0.8,220,80,17,13,70,0.7,0.7,0.07,0.1
2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,0,1385,330,32.8,5.3,6,14.8,24,15.6,45.3,42.2,43.5,2.9,0,44.9,0,0.7,180,68,33,15,60,1,0.6,0.1,0.24
2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,0,1356,323,34.6,5.3,6,14.8,24,15.7,43,40,40.8,3.6,0,42.9,0,0.8,200,120,23,17,70,1,0.7,0.12,0.23
2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,0,1609,384,25.5,5.8,6.5,20.1,39,21.3,46.2,42.9,44.6,3.3,0,46.1,0,0.6,130,65,29,16,64,1.1,0.7,0.1,0.25
2161,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,0,1619,387,25.5,5.9,6.6,20.7,40,22,44.9,41.7,42.9,4.2,0,45.2,0,0.7,160,120,19,19,77,1.1,0.7,0.14,0.24
2162,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,0,1273,304,42.8,5.2,5.8,18.1,93,19.3,31.3,29,31.5,1.4,0,31.2,0,0.9,200,100,51,11,97,0.6,0.7,0.06,0.08
2163,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,0,1740,417,25.5,6.6,7.3,27.8,130,29.6,36.3,33.5,37,2.1,0,36.6,0,0.9,180,120,56,14,120,0.9,0.9,0.07,0.1
2164,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,0,1586,379,27.5,6.4,7.2,19.4,19,20.2,45.2,33.2,44,1.5,0,43.9,0,1.2,310,110,43,14,73,0.5,0.6,0.07,0.17
2165,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,0,1434,341,27.5,6.1,6.8,12,12,12.6,53.7,44.8,50.9,2.6,0,52.2,0,0.9,190,85,45,16,66,1,0.6,0.1,0.29
2166,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,0,1431,341,27.5,6.3,7,12.4,12,13,52.6,43.7,49.4,3.4,0,51.5,0,1,220,140,36,19,78,1,0.7,0.14,0.29
