id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
2167,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,0,1554,371,27.5,7,7.7,17.7,97,18.9,46.1,36.3,45.3,1.2,0,44.6,0.1,1.3,250,140,75,15,120,0.7,0.8,0.07,0.15
2168,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,0,1549,367,20,6.6,7.2,11.2,90,11.7,63.4,58.7,60.1,1.2,0,60.2,0,0.9,160,120,42,9,95,0.6,0.4,0.06,0.21
2169,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,0,1495,353,20,7.6,8.3,7.7,120,5.4,66.4,62.2,61.7,2.4,0,63.7,0,0.6,110,90,46,13,83,1.1,0.6,0.1,0.32
2170,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,0,1500,355,20,7.8,8.6,8,120,5.7,65.4,61.3,60.2,3.4,0,63.1,0,0.7,130,150,36,16,96,1.1,0.6,0.13,0.32
2171,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,0,1581,375,20,8.8,9.6,12.7,250,10.5,59.6,55.8,56.8,0.7,0,56.7,0.1,0.9,140,150,76,11,140,0.8,0.7,0.06,0.18
2172,＜ケーキ・ペストリー類＞　パイ　パイ皮,0,1559,373,32,4.6,5,23.3,1,25.4,38,34.5,37.6,1.3,0,36.4,0,1.2,390,50,9,9,31,0.3,0.3,0.06,0.19
2173,＜ケーキ・ペストリー類＞　パイ　アップルパイ,0,1230,294,45,3.7,4,16,1,17.5,39.5,36.9,33.1,1.2,0.1,32.8,0.1,0.8,180,54,5,5,17,0.2,0.1,0.04,0.09
2174,＜ケーキ・ペストリー類＞　パイ　ミートパイ,0,1583,381,36.2,8.9,9.7,27.4,13,29.9,31.8,29,23.7,1.8,0,22.2,0.1,2,440,110,11,11,46,0.5,0.6,0.07,0.17
2175,＜ケーキ・ペストリー類＞　バターケーキ,0,1767,422,20,5.3,5.8,23.2,160,25.3,50.8,47.4,49.8,0.7,0,48,0,0.9,240,74,22,7,67,0.6,0.4,0.04,0.12
2176,＜ケーキ・ペストリー類＞　ホットケーキ,0,1070,253,40,7,7.7,4.9,77,5.4,47.4,43.8,45.2,1.1,0,45.3,0.1,1.6,260,210,110,13,160,0.5,0.5,0.05,0
2177,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,0,1019,241,45.9,6.6,7.3,7,140,7.9,40,37,38.8,0.8,0,38.1,0.1,0.9,63,160,99,12,150,0.8,0.8,0.05,0.13
2178,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,0,1184,279,33,4.5,4.9,3.9,53,4.2,59.6,55.9,56.6,1.3,0,57.3,0,0.6,43,120,44,10,68,0.4,0.3,0.04,0.18
2179,＜デザート菓子類＞　カスタードプリン,0,488,116,74.1,5.3,5.7,4.5,120,5.5,14.5,13.8,15.3,0,0,14,0.1,0.7,69,130,81,9,110,0.5,0.6,0.02,0.01
2180,＜デザート菓子類＞　牛乳寒天,0,259,61,85.2,1,1.1,1.2,4,1.3,12.1,11.6,11.9,0.5,0,12.2,0.1,0.2,15,51,38,4,32,0.1,0.1,0,0.01
2181,＜デザート菓子類＞　こんにゃくゼリー,0,275,65,83.2,0,0,0,0,0.1,11.6,11.5,15.6,0.8,0,16.4,0,0.4,58,110,15,1,37,0,0,0,0.01
2182,＜デザート菓子類＞　ゼリー　オレンジ,0,342,80,77.6,1.9,2.1,0.1,0,0.1,18.4,17.8,18.8,0.2,0,19.8,1,0.4,5,180,9,10,17,0.1,0.1,0.03,0.03
2183,＜デザート菓子類＞　ゼリー　コーヒー,0,185,43,87.8,1.4,1.6,0,0,0,10.1,9.6,10.5,0,0,10.3,0,0.1,5,47,2,5,5,0,0,0,0.02
2184,＜デザート菓子類＞　ゼリー　ミルク,0,432,103,76.8,4,4.3,3.4,12,3.7,14.8,14.1,14.9,0,0,14.4,0.1,0.7,43,150,110,10,91,0,0.4,0.01,0
2185,＜デザート菓子類＞　ゼリー　ワイン,0,275,65,84.1,1.7,1.7,0,0,0,13.7,13.1,13.2,0,0,13.2,0,0,5,11,1,1,1,0.1,0,0,0.02
2186,＜デザート菓子類＞　ババロア,0,854,204,60.9,5,5.6,11.7,150,12.9,20.8,19.9,21.6,0,0,19.9,0.1,0.6,52,90,72,6,130,0.6,0.6,0.02,0.01
2187,＜ビスケット類＞　ウエハース,0,1855,439,2.1,7,7.6,12,18,13.6,80.1,74.5,76.2,1.2,0,75.3,0,1.4,480,76,21,9,63,0.6,0.4,0.14,0.23
2188,＜ビスケット類＞　ウエハース　クリーム入り,0,2068,492,2.7,7,7.5,20.7,1,21.8,72.9,68.1,65.4,2.1,0,65.5,0,2.1,370,58,16,7,48,0.5,0.3,0.11,0.18
2189,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,0,2016,481,2.7,7.7,8.5,21.1,0,22.5,0,0,64.1,2.1,0,63.9,0,2.4,610,110,180,18,190,0.8,0.5,0.12,0.49
2190,＜ビスケット類＞　クラッカー　ソーダクラッカー,0,1775,421,3.1,9.6,10.4,9.3,0,9.8,0,0,73.6,2.1,0,74.4,0,2.3,730,140,55,21,85,0.7,0.4,0.14,0.55
2191,＜ビスケット類＞　サブレ,0,1936,459,3.1,5.7,6.1,16.1,54,16.6,77.2,71.7,73.2,1.3,0,73.5,0,0.7,73,110,36,8,84,0.5,0.3,0.06,0.23
2192,＜ビスケット類＞　中華風クッキー,0,2151,513,3,4.5,5.1,27.6,75,29.5,65.2,60.7,63.2,1.1,0,61.8,0,0.6,97,81,25,6,63,0.4,0.3,0.05,0.19
2193,＜ビスケット類＞　ビスケット　ハードビスケット,0,1780,422,2.6,6.4,7.6,8.9,10,10,78,71.9,77.8,2.3,0,77.8,0,2,320,140,330,22,96,0.9,0.5,0.12,0.58
2194,＜ビスケット類＞　ビスケット　ソフトビスケット,0,2149,512,3.2,5.3,5.7,23.9,58,27.6,72.6,67,65.3,1.4,0,62.6,0,0.9,220,110,20,12,66,0.5,0.4,0.08,0.33
2195,＜ビスケット類＞　プレッツェル,0,1956,465,1,8.6,9.9,16.8,0,18.6,0,0,68.8,2.6,0,68.2,0,2.3,750,160,36,22,140,0.9,0.5,0.12,0.43
2196,＜ビスケット類＞　リーフパイ,0,2331,558,2.5,5.2,5.8,34.7,1,35.5,59.1,53.9,55.5,1.7,0,55.8,0,0.4,54,77,14,8,42,0.4,0.2,0.06,0.3
2197,＜ビスケット類＞　ロシアケーキ,0,2038,486,4,5.4,5.8,22.9,1,23.4,67.8,63.3,64.9,1.8,0,65.8,0,1,200,140,41,32,75,0.5,0.4,0.14,0.37
2198,＜スナック類＞　小麦粉あられ,0,1985,472,2,7,7.6,18.4,1,19.5,72.9,66.3,68.2,2.3,0,68.8,0,2.2,710,100,18,11,55,0.5,0.3,0.08,0.39
2199,＜スナック類＞　コーンスナック,0,2159,516,0.9,4.7,5.2,25.4,0,27.1,0,0,66.4,1,0,65.3,0,1.5,470,89,50,13,70,0.4,0.3,0.05,0.08
2200,＜スナック類＞　ポテトチップス　ポテトチップス,0,2255,541,2,4.4,4.7,34.2,0,35.2,0,0,51.8,4.2,0,54.7,0,3.4,400,1200,17,70,100,1.7,0.5,0.21,0.4
2201,＜スナック類＞　ポテトチップス　成形ポテトチップス,0,2149,515,2.2,6.3,5.8,28.8,0,32,0,0,55.2,4.8,0,57.3,0,2.7,360,900,49,53,140,1.2,0.7,0.2,0.3
2202,＜キャンデー類＞　かわり玉,0,1671,392,0.5,0,0,0,0,0,104.4,99.5,99.5,0,0,99.5,0,0,1,2,1,0,0,0,0,0.01,0
2203,＜キャンデー類＞　キャラメル,0,1799,426,5.4,3.4,4,10.4,14,11.7,0,0,79.8,0,0,77.9,0,1,110,180,190,13,100,0.3,0.4,0.03,0.06
2204,＜キャンデー類＞　ゼリーキャンデー,0,1426,334,16,0,0,0,0,0,88.7,83.1,83.1,0.9,0,83.9,0,0.1,2,1,8,1,1,0.1,0,0.01,0.04
2205,＜キャンデー類＞　ゼリービーンズ,0,1527,358,9.5,0,0,0,0,0,95,89.5,89.5,0.9,0,90.4,0,0.1,2,6,10,2,6,0.2,0,0.01,0.04
2206,＜キャンデー類＞　ドロップ,0,1662,389,2,0,0,0,0,0,103.8,98,98,0,0,98,0,0,1,1,1,0,0,0,0,0.01,0
2207,＜キャンデー類＞　バタースコッチ,0,1758,414,2,0,0,6,17,6.5,95.9,91.1,91.5,0,0,91,0,0.4,150,4,2,0,2,0,0,0.01,0
2208,＜キャンデー類＞　ブリットル,0,2118,506,1.5,11.8,12.6,27,0,26.5,55.5,52.5,54.6,3.6,0,58.1,0.2,1.4,72,380,26,100,200,0.9,1.5,0.35,1.08
2209,＜キャンデー類＞　マシュマロ,0,1382,324,18.5,2.1,2.1,0,0,0,84.1,79.3,79.4,0,0,79.3,0,0,7,1,1,0,1,0.1,0,0.01,0
2210,＜キャンデー類＞　ラムネ,0,1586,373,7,0,0,0,0,0.5,0,0,92.2,0,0,92.2,0,0.3,67,5,110,2,5,0.1,0,0.05,0
2211,＜チョコレート類＞　アーモンドチョコレート,0,2338,562,2,10.4,11.4,39.6,12,40.4,40.1,38.2,38.8,6.1,0,43.3,0.2,2.2,41,550,240,150,320,2.8,2.3,0.77,1.14
2212,＜チョコレート類＞　カバーリングチョコレート,0,2047,488,2,6,7.1,23.1,15,24.3,66.4,62.2,63.1,3.2,0,64.2,0.2,1.9,140,320,160,50,180,1.6,1.1,0.36,0.38
2213,＜チョコレート類＞　ホワイトチョコレート,0,2457,588,0.8,0,7.2,37.8,22,39.5,58.2,55.4,52,0.6,0,50.9,0,1.6,92,340,250,24,210,0.1,0.8,0.02,0.02
2214,＜チョコレート類＞　ミルクチョコレート,0,2298,550,0.5,5.8,6.9,32.8,19,34.1,59.3,56.5,53.9,3.9,0,55.8,0.3,1.8,64,440,240,74,240,2.4,1.6,0.55,0.41
2215,＜果実菓子類＞　マロングラッセ,0,1291,303,21,0.9,1.1,0.2,0,0.3,79.1,75,77.6,0,0,77.4,0,0.2,28,60,8,0,20,0.6,0,0,0
2216,＜チューインガム類＞　板ガム,20,1647,388,3.1,0,0,0,0,0,0,0,96.9,0,0,96.9,0,0,3,3,3,0,0,0.1,0,0,0
2217,＜チューインガム類＞　糖衣ガム,20,1659,390,2.4,0,0,0,0,0,0,0,97.6,0,0,97.6,0,0,2,4,1,0,0,0.1,0,0,0
2218,＜チューインガム類＞　風船ガム,25,1644,387,3.3,0,0,0,0,0,0,0,96.7,0,0,96.7,0,0,3,4,3,0,0,0.1,0,0,0
2219,＜その他＞　カスタードクリーム,0,735,174,61.8,4.4,5.1,6.5,180,7.6,26.1,24.6,26.3,0.2,0,24.8,0.1,0.7,34,120,93,9,140,0.7,0.9,0.02,0.04
2220,＜その他＞　しるこ　こしあん,0,899,211,46.1,4,4.7,0.1,0,0.3,50,47.1,46.3,3.2,0,48.7,0,0.2,2,29,35,14,40,1.3,0.5,0.11,0.35
2221,＜その他＞　しるこ　つぶしあん,0,760,179,54.5,3.6,4.2,0.2,0,0.4,41,38.6,37,4.3,0,40.5,0,0.4,42,120,14,17,55,1.1,0.5,0.15,0.3
2222,＜その他＞　チョコレートクリーム,0,2007,481,14.6,4,4.6,30.6,15,32,50.1,47,48.8,0.6,0,47.3,0,1.2,200,310,160,26,150,0.6,0.6,0.1,0.07
2223,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,0,447,107,82.4,0.3,0.4,0,0,0,2.5,2.5,5,0,0,4.9,0,0,2,5,3,1,7,0,0.1,0,0.16
2224,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,0,425,102,83.7,0.3,0.4,0,0,0,2.3,2.3,3.7,0,0,3.6,0,0,4,5,3,1,9,0.1,0.1,0,0.18
2225,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,0,440,106,82.8,0.3,0.4,0,0,0,2.6,2.6,4.6,0,0,4.5,0,0,2,5,3,1,8,0,0.1,0,0.19
2226,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,0,429,103,83.6,0.2,0.3,0,0,0,2.4,2.4,3.7,0,0,3.6,0,0,2,7,2,1,7,0,0.1,0.01,0.16
2227,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,0,425,102,83.5,0.3,0.4,0,0,0,2.5,2.5,4.2,0,0,4.1,0,0,3,5,2,1,8,0,0.1,0.01,0.2
2228,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,0,165,39,92.8,0.2,0.3,0,0,0,0,0,3.1,0,0,3.1,0.1,0.1,3,34,3,7,15,0,0,0,0.01
2229,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,0,188,45,91.6,0.3,0.4,0,0,0,0,0,3.5,0.2,0,3.6,0,0.2,3,55,3,10,33,0.1,0,0,0.02
2230,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,0,260,62,88.4,0.3,0.5,0,0,0,0,0,4.8,0.3,0,4.9,0,0.3,4,65,3,14,43,0.1,0,0,0.06
2231,＜アルコール飲料類＞　（醸造酒類）　発泡酒,0,185,44,92,0.1,0.1,0,0,0,0,0,3.6,0,0,3.6,0,0.1,1,13,4,4,8,0,0,0,0.01
2232,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,0,313,75,88.6,0,0.1,0,0,0,2.5,2.2,1.4,0,0,2,0.6,0.2,3,60,8,7,12,0.3,0,0.01,0.09
2233,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,0,282,68,88.7,0,0.2,0,0,0,0.2,0.2,1,0,0,1.5,0.5,0.3,2,110,7,9,13,0.4,0,0.02,0.15
2234,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,0,296,71,87.4,0,0.1,0,0,0,2.5,2.5,3.4,0,0,4,0.6,0,4,60,10,7,10,0.4,0,0.02,0.1
2235,＜アルコール飲料類＞　（醸造酒類）　紹興酒,0,525,126,78.8,0,1.7,0,0,0,0,0,5.1,0,0,5.1,0,0.3,15,55,25,19,37,0.3,0.4,0.02,0.49
2236,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,0,841,203,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,0,595,144,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,0,852,206,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2239,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,0,969,234,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.01,0
2240,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,0,969,234,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.03,0
2241,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,0,980,237,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,＜アルコール飲料類＞　（蒸留酒類）　ジン,0,1162,280,59.9,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2243,＜アルコール飲料類＞　（蒸留酒類）　ラム,0,982,237,66.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,3,0,0,0,0,0,0,0,0
2244,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,0,1314,317,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.3,0,0.02,0.01
2245,＜アルコール飲料類＞　（混成酒類）　梅酒,0,649,155,68.9,0,0.1,0,0,0,0,0,20.7,0,0,20.7,0,0.1,4,39,1,2,3,0,0,0.01,0.01
2246,＜アルコール飲料類＞　（混成酒類）　合成清酒,0,449,108,82.2,0,0.1,0,0,0,0,0,5.3,0,0,5.3,0,0.1,11,3,2,0,5,0,0,0,0
2247,＜アルコール飲料類＞　（混成酒類）　白酒,0,999,236,44.7,0,1.9,0,0,0,0,0,48.5,0,0,48.1,0,0,5,14,3,4,14,0.1,0.3,0.08,0.27
2248,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,0,1015,241,47,0.2,0.3,0,0,0,26.8,26.6,43.3,0,0,43.2,0,0,3,7,2,2,7,0,0,0.05,0.04
2249,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,0,748,179,68.2,0.1,0.1,0,0,0,0,0,14.4,0,0,14.4,0,0,3,2,2,2,3,0,0,0,0.06
2250,＜アルコール飲料類＞　（混成酒類）　薬味酒,0,763,181,62.6,0,0,0,0,0,0,0,26.8,0,0,26.8,0,0,1,14,1,1,2,0,0,0,0.08
2251,＜アルコール飲料類＞　（混成酒類）　キュラソー,0,1333,319,43.1,0,0,0,0,0,0,0,26.4,0,0,26.4,0,0,1,0,0,0,0,0,0,0.01,0
2252,＜アルコール飲料類＞　（混成酒類）　スイートワイン,0,523,125,75.2,0,0.1,0,0,0,12.2,12.2,13,0,0,13.4,0.4,0.2,5,70,5,5,7,0.3,0,0,0.01
2253,＜アルコール飲料類＞　（混成酒類）　ペパーミント,0,1260,300,41,0,0,0,0,0,0,0,37.6,0,0,37.6,0,0,4,1,0,0,0,0,0,0,0
2254,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,0,631,151,71.3,0,0.1,0,0,0,0,0,16.4,0,0,16.4,0,0.1,4,29,6,5,7,0.3,0,0.01,0.01
2255,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,0,468,113,81.7,0,0.1,0,0,0,3.1,3,3.7,0,0,3.7,0,0.1,4,26,8,6,8,0.3,0,0.01,0.01
2256,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,0,211,51,91.4,0,0,0,0,0,1.8,1.8,2.6,0.1,0,2.9,0.3,0,10,13,1,0,0,0,0,0,0
2257,＜茶類＞　（緑茶類）　玉露　茶,0,998,241,3.1,22.7,29.1,0,0,4.1,0,0,6.4,43.9,0,43.9,0,6.3,11,2800,390,210,410,10,4.3,0.84,71
2258,＜茶類＞　（緑茶類）　玉露　浸出液,0,22,5,97.8,1,1.3,0,0,0,0,0,0.3,0,0,0,0,0.5,2,340,4,15,30,0.2,0.3,0.02,4.6
2259,＜茶類＞　（緑茶類）　抹茶　茶,0,984,237,5,23.1,29.6,3.3,0,5.3,1.6,1.5,9.5,38.5,0,39.5,0,7.4,6,2700,420,230,350,17,6.3,0.6,0
2260,＜茶類＞　（緑茶類）　せん茶　茶,0,948,229,2.8,19.1,24.5,2.9,0,4.7,0,0,8.4,46.5,0,47.7,0,5,3,2200,450,200,290,20,3.2,1.3,55
2261,＜茶類＞　（緑茶類）　せん茶　浸出液,0,7,2,99.4,0.2,0.2,0,0,0,0,0,0.3,0,0,0.2,0,0.1,3,27,3,2,2,0.2,0,0.01,0.31
2262,＜茶類＞　（緑茶類）　かまいり茶　浸出液,0,2,1,99.7,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,1,29,4,1,1,0,0,0,0.37
2263,＜茶類＞　（緑茶類）　番茶　浸出液,0,1,0,99.8,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,2,32,5,1,2,0.2,0,0.01,0.19
2264,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,1,0,99.8,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,1,24,2,0,1,0,0,0.01,0.26
2265,＜茶類＞　（緑茶類）　玄米茶　浸出液,0,0,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,7,2,1,1,0,0,0.01,0.15
2266,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,1,0,99.8,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,1,13,2,1,1,0,0,0,0.24
2267,＜茶類＞　（発酵茶類）　紅茶　茶,0,974,234,6.2,0,20.3,0,0,2.5,0,0,13.6,38.1,0,51.7,0,5.4,3,2000,470,220,320,17,4,2.1,21
2268,＜茶類＞　（発酵茶類）　紅茶　浸出液,0,3,1,99.7,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,1,8,1,1,2,0,0,0.01,0.22
2269,＜コーヒー・ココア類＞　コーヒー　浸出液,0,16,4,98.6,0.1,0.2,0,0,0,0,0,0.8,0,0,0.7,0,0.2,1,65,2,6,7,0,0,0,0.03
2270,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,0,1220,287,3.8,6,14.7,0.2,0,0.3,0,0,65.3,0,0,56.5,0,8.7,32,3600,140,410,350,3,0.4,0.03,1.9
2271,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,0,161,38,90.5,0,0.7,0.2,0,0.3,0,0,8.3,0,0,8.2,0,0.3,30,60,22,6,19,0.1,0.1,0.01,0.02
2272,＜コーヒー・ココア類＞　ココア　ピュアココア,0,1603,386,4,13.5,18.5,20.9,1,21.6,10.6,9.6,23.5,23.9,0,42.4,0.7,7.5,16,2800,140,440,660,14,7,3.8,0
2273,＜コーヒー・ココア類＞　ココア　ミルクココア,0,1690,400,1.6,0,7.4,6.6,0,6.8,0,0,75.1,5.5,0,80.4,0,2.6,270,730,180,130,240,2.9,2.1,0.93,0.74
2274,＜その他＞　青汁　ケール,0,1307,312,2.3,10.8,13.8,2.8,0,4.4,0,0,46.7,28,0,70.2,0,8.6,230,2300,1200,210,270,2.9,1.8,0.17,2.75
2275,＜その他＞　甘酒,0,322,76,79.7,1.3,1.7,0,0,0.1,18.3,16.9,18.3,0.4,0,18.3,0,0.2,60,14,3,5,21,0.1,0.3,0.05,0.17
2276,＜その他＞　昆布茶,0,734,173,1.4,7.5,5.2,0,0,0.2,35.1,33.4,34.5,2.8,2.3,42,0,51.3,20000,580,88,51,14,0.5,0.3,0,0.03
2277,＜その他＞　スポーツドリンク,0,88,21,94.7,0,0,0,0,0,0,0,5.1,0,0,5.1,0,0.1,31,26,8,3,0,0,0,0,0
2278,＜その他＞　（炭酸飲料類）　果実色飲料,0,218,51,87.2,0,0,0,0,0,0,0,12.8,0,0,12.8,0,0,2,1,3,0,0,0,0,0,0
2279,＜その他＞　（炭酸飲料類）　コーラ,0,196,46,88.5,0,0.1,0,0,0,12.2,12,11.4,0,0,11.4,0,0,2,0,2,1,11,0,0,0,0
2280,＜その他＞　（炭酸飲料類）　サイダー,0,173,41,89.8,0,0,0,0,0,9,9,10.2,0,0,10.2,0,0,4,0,1,0,0,0,0.1,0.02,0
2281,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,0,23,5,98.6,0.1,0.1,0,0,0,0,0,1.2,0,0,1.2,0,0,3,9,2,1,8,0,0,0,0
2282,＜その他＞　なぎなたこうじゅ　浸出液,0,1,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0
2283,＜その他＞　麦茶　浸出液,0,5,1,99.7,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,1,6,2,0,1,0,0.1,0,0
2284,＜調味料類＞　（ウスターソース類）　ウスターソース,0,497,117,61.3,0.7,1,0,0,0.1,24.1,23.8,27,0.5,0,27.1,1.5,9,3300,190,59,24,11,1.6,0.1,0.1,0
2285,＜調味料類＞　（ウスターソース類）　中濃ソース,0,546,129,60.9,0.5,0.8,0,0,0.1,26.9,26.6,30.1,1,0,30.9,1.3,6.3,2300,210,61,23,16,1.7,0.1,0.18,0.23
2286,＜調味料類＞　（ウスターソース類）　濃厚ソース,0,552,130,60.7,0,0.9,0,0,0.1,27.1,26.7,29.8,1,0,30.9,1.3,6.2,2200,210,61,26,17,1.5,0.1,0.23,0.23
2287,＜調味料類＞　（ウスターソース類）　お好み焼きソース,0,610,144,58.1,1.3,1.6,0,0,0.1,29.6,29.1,33.5,0.9,0,33.7,0.8,5.5,1900,240,31,20,28,0.9,0.2,0.1,0.13
2288,＜調味料類＞　（辛味調味料類）　トウバンジャン,0,205,49,69.7,0,2,1.8,3,2.3,0,0,4.1,4.3,0,7.9,0,18.1,7000,200,32,42,49,2.3,0.3,0.13,0.28
2289,＜調味料類＞　（辛味調味料類）　チリペッパーソース,0,246,58,84.1,0.5,0.7,0.4,0,0.5,0,0,13.1,0,0,12.8,0,1.9,630,130,15,13,24,1.5,0.1,0.08,0.1
2290,＜調味料類＞　（辛味調味料類）　ラー油,0,3648,887,0.1,0,0.1,97.5,0,99.8,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0
2291,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,0,323,76,67.1,6.1,7.7,0,0,0,1.6,1.6,8.6,0,0.1,7.9,0.9,15.1,5700,390,29,65,160,1.7,0.9,0.01,1
2292,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,0,289,68,74.4,6.4,8.1,0,0,0,1.3,1.3,10,0,0.1,9,0.7,8.5,3300,260,31,74,170,2.1,0.9,0,1.17
2293,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,0,252,60,69.7,4.9,5.7,0,0,0,2.6,2.6,6.1,0,0,5.8,0.5,16.8,6300,320,24,50,130,1.1,0.6,0.01,0.66
2294,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,0,323,77,70.9,5.5,6.4,0,0,0,2.5,2.5,7.8,0,0,7.6,0.8,12.1,5000,330,19,54,130,1,0.5,0,0.7
2295,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,0,471,111,57.3,9.2,11.8,0,0,0,0,0,18.5,0,0,15.9,0,15,5100,810,40,100,260,2.7,1,0.02,0
2296,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,0,430,101,60.7,7.6,9.6,0,0,0,2,1.9,16.7,0,0.1,15.9,1.1,13.8,4900,530,23,89,220,2.1,1.1,0.01,0
2297,＜調味料類＞　（しょうゆ類）　しろしょうゆ,0,365,86,63,2,2.5,0,0,0,1.8,1.8,18.6,0,0.1,19.2,1,15.3,5600,95,13,34,76,0.7,0.3,0.01,0
2298,＜調味料類＞　（しょうゆ類）　だししょうゆ,0,167,39,83.2,3.1,4,0,0,0,0.8,0.8,4.5,0,0.1,4.1,0.4,7.7,2800,230,16,35,89,0.9,0.4,0,0.5
2299,＜調味料類＞　（しょうゆ類）　照りしょうゆ,0,727,172,55,1.9,2.4,0,0,0,20.5,20.4,36,0,0,35.7,0.1,4.2,1600,110,10,20,51,0.5,0.2,0.04,0.31
2300,＜調味料類＞　（食塩類）　食塩,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,99.9,39000,100,22,18,0,0,0,0.01,0
2301,＜調味料類＞　（食塩類）　並塩,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,98.2,38000,160,55,73,0,0,0,0.02,0
2302,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,0,217,50,0,0,0,0,0,0,0,0,0,0,0,16.7,16.7,83.2,19000,19000,2,240,0,0.1,0,0,0.02
2303,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98,18000,25000,390,530,0,0.1,0,0,0.02
